Whichofthefollowingsocialmediaplatformsdoyouregularlyuse,Whichdevicedoyoucommonlyusewhenaccessingsocialmediaplatforms,HowlonghaveyoubeenonFacebook,HowlonghaveyoubeenonInstagram,HowmanydaysperweekdoyouaccessFacebook,HowmanydaysperweekdoyouaccessInstagram,HowmuchtimeperdaydoyouspendonFacebook,HowmuchtimeperdaydoyouspendonInstagram,HowmanyfriendsdoyouhaveonFacebook,HowmanyfollowersdoyouhaveonInstagram,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M12B,M14,M15,M16,M16B,M18,M19,M20,M21,M22,M22B,A1,A2,A3,A4,A5,A6,A7,A8,A9,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,C1,C2,C3,C4,C5,C6,C7,CON1,CON2,CON3,CON4,CON5,IMP1,IMP2,IMP3,IMP4,IMP5,Whatisyourage,Age3Groups,Gender,WhatisyourestimatedmonthlyincomeInUSD,Whatisyourhighesteducationlevelachieved,Whatisyourcurrentemploymentstatus,Whatsyourmaritalstatus,Pos,Non,Env,View,SMEngagement,CreationSMContent,SMADV,SMBGC,SMUGC,Firstmatfactor,Secondmatfactor,Thirdmatfactor,Fourthmatfactor,Fifthmatfactor,Att1,Att2,Att3,Att4,Att5,Att6,Att7,SMI1,SMI2,SMI3,SMI4,SMI5,SMI6,SMI7,csummatedscale,consummatedscale,impsummatedscale,matsummated,smisummated,SMCSummated
Twitter,Smartphones,5,5,5,4,4,3,5,3,2,3,2,3,2,2,3,2,2,3,2,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,3,3,2,4,2,3,3,2,2,4,3,3,3,3,4,2,2,2,1,3,1,3,3,2,3,3,2,2,3,4,2,3,2,2,3,3,3,4,2,3,2,2,2,2,4,4,2,4,4,3,3,2,3,4,2,3,3,3,4,3,4,3,3,2,4,3,2,2,2,2,4,3,3,2,3,4,3,3,4,2,3,4,2,Male,5,4,Employed Full Time (40 or more hours per week),Married,2.33,2.71,2.43,2.57,3.08,2.88,2.67,2.90,2.30,2.40,2.40,2.75,2.50,2.40,2.60,2.75,2.80,3.00,2.00,2.25,3.00,2.60,2.60,2.80,2.80,3.20,2.80,3.13,2.71,3.00,3.00,2.49,2.91,2.62
Youtube,Smartphones,5,5,5,5,4,5,5,5,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,3,2,2,3,3,3,2,3,3,2,3,3,2,3,2,2,2,4,2,4,2,4,3,4,2,3,4,2,1,3,1,2,1,2,1,2,1,4,3,4,2,3,3,4,4,2,2,2,3,4,2,2,4,4,3,4,4,3,3,4,3,4,4,3,2,3,2,2,4,2,3,4,4,3,2,3,4,2,3,4,4,2,4,2,4,2,2,3,4,4,2,3,3,1,Male,5,4,Self-employed,Never married,2.22,2.43,2.57,3.29,3.08,3.12,2.44,3.20,1.60,2.20,2.40,2.25,2.25,2.80,2.60,2.25,3.20,3.20,1.75,1.50,1.50,3.20,3.00,2.60,3.80,3.40,2.80,3.00,3.14,2.80,3.20,2.41,3.11,2.41
Instagram,Smartphones,5,5,1,5,1,5,5,5,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,3,2,3,3,3,2,3,4,4,2,2,4,2,4,4,2,4,4,4,2,3,3,4,3,4,3,3,2,2,1,2,3,3,2,2,3,3,3,4,4,3,2,3,3,2,2,3,2,2,2,3,2,4,4,2,3,2,2,3,4,4,3,4,2,2,3,4,4,2,3,4,2,2,2,3,4,3,3,3,2,4,2,4,3,3,4,4,3,4,2,3,1,Female,6,5,Employed part time (up to 39 hours per week),Never married,2.33,2.29,2.71,2.86,2.46,3.18,3.22,3.30,2.30,2.20,2.40,2.50,2.50,2.60,3.00,3.50,3.20,3.40,2.50,2.25,2.00,3.40,2.60,2.20,3.00,2.80,3.00,3.00,2.86,3.20,3.40,2.44,2.75,2.93
Facebook,Smartphones,5,5,5,5,5,5,5,5,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,4,2,2,2,3,3,3,4,3,2,3,2,4,3,4,4,2,4,3,3,1,2,2,2,2,3,1,3,3,4,3,2,3,4,3,3,3,2,2,4,4,3,4,3,3,3,3,4,3,4,4,2,4,2,3,4,3,3,3,4,4,3,4,3,2,3,2,4,4,2,3,2,4,3,3,2,4,2,2,2,4,4,3,4,3,1,Female,5,4,Employed part time (up to 39 hours per week),Never married,2.22,2.29,2.43,3.00,2.92,3.41,2.89,3.10,2.20,2.20,2.20,2.25,2.75,2.20,2.60,3.25,2.80,3.40,2.00,2.00,3.00,3.20,2.60,3.60,3.20,3.20,3.20,3.13,3.14,2.60,3.40,2.31,3.07,2.72
Facebook,Smartphones,5,5,5,5,5,5,5,5,3,3,3,3,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2,2,3,3,4,2,4,4,2,2,2,3,2,4,4,4,2,2,4,2,3,3,4,1,2,1,2,2,2,2,1,2,2,4,3,3,4,4,2,4,4,2,2,3,4,2,4,4,4,3,3,2,3,4,2,2,2,2,4,3,4,4,4,3,3,4,2,3,3,4,3,3,2,3,4,2,3,3,3,4,2,3,4,3,4,3,2,4,2,1,Male,6,4,Self-employed,Never married,2.67,2.29,2.43,3.57,3.00,3.00,2.78,3.20,1.70,3.00,2.20,2.50,2.25,2.40,3.20,2.25,3.20,3.20,1.50,1.75,2.00,3.60,2.80,3.40,3.00,2.40,3.80,3.13,2.86,3.20,3.20,2.46,3.16,2.55
Facebook,Smartphones,5,5,5,4,5,4,5,5,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2,3,2,3,2,3,2,3,4,4,4,2,2,4,2,3,3,2,2,3,4,3,2,4,3,3,2,2,3,3,2,2,3,1,3,3,1,2,2,4,2,2,3,2,2,4,4,3,4,2,4,2,4,2,4,4,3,2,2,4,4,4,4,2,3,4,3,4,3,2,2,3,2,2,3,3,4,2,4,2,3,4,4,3,4,2,3,2,2,3,3,2,2,1,Female,0,2,Student,Never married,2.44,2.29,2.57,3.00,2.77,3.12,3.11,2.80,2.30,2.40,2.60,2.25,2.25,2.60,3.20,3.00,2.80,2.80,2.50,2.25,2.00,2.40,3.00,3.00,3.40,3.20,3.20,2.63,3.14,3.20,2.40,2.43,2.90,2.72
Facebook,Smartphones,5,5,5,5,5,5,5,5,2,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,3,2,2,3,2,3,4,3,4,4,3,4,4,4,4,4,2,3,3,4,2,2,2,2,1,1,3,3,3,2,3,3,3,3,3,4,3,4,2,4,4,4,3,2,3,2,2,4,3,3,4,2,3,2,2,2,3,4,4,4,4,3,2,2,3,4,4,3,2,4,2,4,4,4,4,2,2,3,2,3,3,4,3,2,3,4,2,3,3,3,1,Male,3,4,Employed part time (up to 39 hours per week),Never married,2.33,2.29,2.29,3.29,2.77,3.18,3.67,2.80,2.50,2.20,2.40,2.50,2.00,2.40,3.60,3.75,3.20,2.40,2.00,2.75,3.00,3.20,3.40,2.80,2.80,3.00,3.00,3.25,3.00,3.00,3.00,2.30,3.00,2.97
Facebook,Computers,5,5,5,5,5,5,5,5,2,3,3,3,3,2,2,3,2,3,2,3,2,3,2,3,2,2,3,2,3,3,2,2,2,4,3,3,2,2,4,2,4,2,3,3,2,2,2,2,2,4,1,1,1,3,1,2,1,2,1,2,4,3,3,4,2,3,2,3,4,4,2,4,2,4,3,4,2,4,4,4,2,2,2,4,3,3,3,2,2,3,4,3,2,3,3,3,4,4,2,2,3,3,2,2,3,4,2,4,2,4,2,2,3,2,4,4,2,Female,8,6,Self-employed,Married,2.56,2.57,2.43,3.43,3.00,3.00,2.67,2.60,1.50,2.80,2.40,2.50,2.25,2.60,2.80,2.50,2.80,2.40,1.50,1.50,1.50,3.20,3.20,3.00,3.60,2.60,2.60,3.25,2.43,3.20,2.60,2.52,3.13,2.24
Facebook,Smartphones,5,4,4,3,5,4,5,5,2,3,3,3,3,2,2,2,2,2,3,2,2,3,3,3,3,2,3,2,3,3,3,4,2,3,3,3,2,4,2,3,4,3,4,2,2,4,2,4,4,2,3,3,1,1,2,3,2,1,1,1,3,3,3,2,2,3,4,3,2,3,2,3,4,3,3,3,3,2,4,4,4,3,3,2,2,2,4,4,2,2,3,4,2,3,3,3,4,3,4,4,4,2,2,2,3,4,2,4,3,3,4,3,3,3,3,2,1,Male,4,2,Student,Never married,2.44,2.57,2.71,2.86,3.31,2.65,2.89,3.10,1.80,2.80,2.00,2.50,2.75,2.80,3.00,2.75,3.00,3.20,2.00,2.00,1.00,2.60,3.00,3.00,3.20,2.80,2.80,3.13,3.00,3.20,3.20,2.58,3.04,2.59
Instagram,Smartphones,5,5,5,5,4,5,4,5,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,3,2,2,4,4,4,3,4,3,4,4,3,2,4,3,2,2,4,3,1,1,2,1,3,2,3,1,2,2,3,2,3,3,2,2,4,3,2,2,3,4,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,4,2,2,2,4,2,4,3,2,3,4,2,4,3,4,4,3,4,3,4,3,2,2,3,2,4,3,3,1,Female,5,4,Employed part time (up to 39 hours per week),Never married,2.33,2.14,2.57,2.43,2.62,2.76,3.11,3.10,1.90,2.60,2.00,2.25,2.50,2.40,2.60,3.75,3.20,3.00,1.75,2.25,1.50,2.60,2.60,2.80,3.00,2.00,3.00,2.75,3.43,3.20,2.80,2.35,2.62,2.69
Facebook,Smartphones,5,1,5,1,5,1,5,1,3,2,2,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,2,3,2,3,2,4,3,4,4,4,2,3,4,2,2,4,4,3,4,3,3,4,2,4,2,2,3,1,1,3,3,3,2,1,4,2,2,4,3,3,4,2,4,4,3,2,4,3,3,3,3,3,2,2,3,3,2,3,4,4,3,3,3,4,3,4,3,2,4,4,3,3,2,3,2,2,4,2,4,4,3,3,3,4,2,4,2,2,2,5,2,Female,6,5,Employed Full Time (40 or more hours per week),Married,2.44,2.71,2.57,3.14,3.00,3.12,3.33,3.30,2.10,2.60,2.40,2.75,2.75,2.40,3.80,2.75,3.40,3.20,2.00,2.50,1.50,3.00,3.40,3.00,2.60,3.00,3.40,3.25,2.71,3.40,2.40,2.58,3.07,2.90
Facebook,Tablets,5,5,5,5,5,5,5,5,3,2,3,3,3,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,2,2,3,3,2,4,2,2,2,4,2,4,4,3,2,4,3,3,4,2,3,3,2,3,2,3,2,1,3,1,1,3,3,4,3,2,3,3,4,3,2,4,4,4,4,4,4,2,4,2,2,4,2,4,2,3,2,3,2,3,2,4,3,4,2,4,2,3,4,4,2,2,4,4,4,2,2,3,4,4,3,2,3,4,4,2,4,3,1,Male,4,5,Employed Full Time (40 or more hours per week),Married,2.67,2.57,2.29,3.29,3.23,3.00,2.78,3.10,2.10,2.80,2.60,2.50,2.25,2.40,2.60,3.00,3.20,3.00,2.50,1.75,2.00,3.00,3.20,4.00,2.80,2.60,2.80,3.25,2.86,3.20,3.40,2.51,3.20,2.66
Youtube,Smartphones,5,5,5,5,4,4,5,4,2,3,3,2,3,2,3,2,2,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,3,2,3,2,3,4,3,2,3,4,4,3,3,4,3,3,4,2,2,1,3,1,1,3,1,3,1,3,3,2,4,3,4,4,2,2,4,4,2,2,3,4,4,4,4,2,4,2,3,4,4,4,3,3,3,4,4,2,4,3,3,3,4,4,3,2,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,4,2,Male,4,5,Employed part time (up to 39 hours per week),Married,2.44,2.57,2.29,3.29,3.15,3.24,2.67,3.30,1.90,2.60,2.20,2.75,2.75,2.00,2.40,3.00,3.40,3.20,1.75,2.00,2.00,3.20,3.20,3.00,3.20,3.60,3.20,3.25,3.00,2.80,2.80,2.43,3.21,2.62
Instagram,Smartphones,5,5,5,5,5,5,5,5,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,2,2,3,2,2,2,3,2,3,2,3,3,4,3,4,4,3,3,2,3,3,4,2,3,2,1,1,2,1,1,2,3,1,2,3,2,4,4,2,4,2,3,2,4,3,3,3,4,4,3,3,3,2,3,2,3,2,2,3,4,4,4,3,3,3,2,2,4,3,2,2,2,2,2,2,4,4,4,4,2,4,4,3,2,2,3,4,2,3,4,3,1,Male,6,5,Self-employed,Never married,2.67,2.71,2.14,3.14,2.54,3.00,3.00,2.90,1.70,2.80,2.60,2.50,2.50,2.20,2.60,3.50,3.00,2.80,1.25,1.75,2.50,3.20,2.80,3.40,2.60,2.80,3.40,2.38,3.14,3.00,3.20,2.51,2.79,2.52
Instagram,Smartphones,5,5,4,5,3,5,3,4,3,2,2,3,2,3,3,2,2,3,2,3,3,2,3,3,3,2,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,2,2,4,4,3,4,2,2,2,1,1,1,1,1,1,2,2,4,4,2,2,2,4,4,2,3,2,3,4,4,2,2,2,3,3,2,2,4,3,3,3,3,3,4,4,4,4,3,3,4,3,4,3,3,2,2,3,4,2,2,4,2,3,3,3,2,3,3,2,4,3,2,2,1,Female,3,2,Employed part time (up to 39 hours per week),Never married,2.44,2.71,2.57,3.00,3.00,3.12,2.67,3.00,1.40,2.40,2.60,2.50,2.75,2.60,2.60,2.75,2.60,3.40,1.50,1.00,2.00,2.80,3.00,3.00,2.40,3.20,3.80,3.13,2.71,2.80,2.80,2.58,3.05,2.34
Facebook,Smartphones,5,5,5,5,5,4,5,5,2,3,2,2,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3,2,4,4,2,3,2,2,4,2,2,4,2,3,4,4,2,1,3,3,2,1,3,2,3,1,4,2,2,3,2,2,3,4,4,4,2,3,4,3,4,4,3,4,2,2,4,3,3,2,4,3,2,2,4,3,4,2,4,2,4,3,3,3,3,2,2,2,3,3,3,4,3,2,2,3,4,3,2,4,4,2,1,Male,0,2,Student,Never married,2.44,2.57,2.86,3.00,3.15,2.94,3.11,2.90,2.10,2.20,2.60,2.75,2.75,2.80,3.00,3.25,2.40,3.40,2.25,2.00,2.00,2.60,3.40,3.20,3.00,3.20,2.80,3.13,2.57,2.80,3.40,2.62,3.03,2.69
Instagram,Smartphones,5,4,4,4,5,4,5,4,2,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,3,4,2,3,2,4,4,4,4,4,2,2,2,3,3,3,2,4,4,4,2,2,2,3,3,2,1,3,1,3,2,3,4,2,2,4,3,2,2,3,3,2,2,3,2,4,2,3,4,4,4,4,4,3,2,4,4,4,3,3,4,3,4,3,2,3,3,2,3,3,4,3,3,2,4,4,2,2,2,2,4,4,3,2,3,2,1,Male,2,4,Employed part time (up to 39 hours per week),Never married,2.33,2.29,2.57,3.14,3.08,2.94,3.44,2.90,2.20,2.00,2.80,2.25,2.50,2.40,3.00,4.00,2.40,3.40,2.25,2.25,2.00,2.60,2.80,2.40,3.40,3.40,3.60,3.00,3.14,2.40,3.20,2.40,3.03,2.83
Facebook,Smartphones,5,5,5,4,4,3,5,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,2,2,2,3,3,2,2,3,2,4,3,2,3,3,4,3,2,2,3,4,4,4,3,2,3,2,3,3,3,2,1,2,3,1,3,3,3,4,2,2,4,4,4,3,3,4,3,2,3,2,4,3,4,4,3,2,2,3,4,4,3,2,4,3,3,4,4,4,4,2,4,2,4,3,2,3,4,2,3,2,4,4,3,4,3,3,3,2,3,4,2,4,2,Male,5,4,Employed Full Time (40 or more hours per week),Married,2.67,2.57,2.29,2.86,3.15,3.24,3.00,2.90,2.40,2.80,2.60,2.75,2.00,2.40,2.80,3.25,3.00,2.80,2.75,1.75,3.00,3.00,3.60,2.80,3.20,3.20,3.20,3.38,2.86,3.40,2.80,2.51,3.10,2.76
Facebook,Tablets,5,5,5,5,5,5,5,5,3,3,3,2,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,2,2,2,4,2,3,3,3,2,4,3,3,4,4,4,4,3,3,2,4,4,1,2,2,2,1,2,2,2,2,2,4,4,2,2,4,4,3,3,3,3,4,4,4,4,2,3,4,3,4,3,4,4,4,2,2,4,4,2,3,4,4,2,2,3,2,2,3,3,4,2,2,2,2,3,2,4,3,3,4,3,3,2,2,2,3,2,1,Female,1,2,Student,Never married,2.67,2.43,2.43,3.29,3.08,3.24,2.89,3.50,1.80,2.80,2.40,2.50,2.75,2.20,2.80,3.00,3.80,3.20,1.75,1.75,2.00,3.20,3.20,3.60,3.40,3.20,3.40,2.63,2.43,3.40,2.40,2.51,3.12,2.72
Facebook,Smartphones,5,5,5,5,5,5,5,5,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,2,2,3,3,2,2,4,2,2,3,4,3,3,2,3,2,3,3,2,2,2,2,3,3,3,1,1,1,3,2,3,3,3,3,4,3,2,2,4,3,3,3,2,2,3,3,2,4,2,4,4,2,4,3,3,2,4,2,4,4,2,3,3,3,2,2,2,4,2,4,4,2,4,4,4,4,4,2,2,2,2,4,3,2,3,3,1,Male,1,3,Student,Never married,2.33,2.43,2.43,2.86,2.92,2.88,2.56,2.70,2.10,2.60,2.20,2.00,2.75,2.40,2.40,2.75,3.00,2.40,2.50,1.50,2.50,3.20,2.80,2.60,3.00,3.20,3.20,2.63,3.43,2.80,2.80,2.40,2.87,2.45
Instagram,Smartphones,5,4,5,5,4,2,4,2,3,2,3,2,3,2,3,2,2,3,3,2,3,3,3,2,2,2,2,3,2,2,3,3,3,4,2,4,3,2,2,2,2,4,2,4,3,3,3,2,3,3,3,2,3,2,3,3,3,1,1,3,2,2,2,4,3,2,3,4,2,3,3,2,2,2,4,3,3,4,3,3,2,2,2,4,2,3,4,2,2,3,2,2,4,2,3,2,2,2,2,4,3,2,2,2,2,4,4,3,2,3,2,2,3,4,2,3,1,Male,4,5,Self-employed,Never married,2.44,2.71,2.29,2.29,2.46,2.76,2.78,2.90,2.40,2.60,2.40,2.75,2.25,2.40,3.20,2.25,3.00,2.80,2.50,2.50,2.00,2.60,2.80,2.60,3.20,2.40,2.80,2.38,2.43,3.20,2.60,2.48,2.47,2.69
Line,Tablets,5,5,5,5,4,5,5,5,2,3,3,3,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,3,2,3,3,4,3,4,4,2,4,2,4,4,2,3,4,4,3,3,2,3,2,3,2,3,2,2,1,3,1,2,3,3,3,2,2,4,2,4,2,2,4,3,4,4,3,4,2,4,3,4,4,4,3,2,2,4,4,3,2,3,3,2,2,2,4,4,3,2,4,4,4,3,3,3,2,2,4,4,4,4,3,3,4,3,3,3,4,3,1,Female,5,3,Student,Never married,2.56,2.43,2.43,2.71,3.08,3.41,3.44,2.90,2.20,2.60,2.60,2.25,2.25,2.60,3.40,3.50,3.20,2.60,2.25,1.75,3.00,2.60,3.00,3.40,3.80,3.00,2.60,3.13,3.00,3.60,3.40,2.47,3.12,2.83
Instagram,Smartphones,5,5,1,5,1,2,5,3,2,2,3,3,3,2,2,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,4,2,2,4,2,4,2,4,4,2,2,2,3,2,3,4,4,2,3,1,2,2,1,3,3,3,2,2,1,4,4,2,4,4,2,4,4,4,4,4,3,3,4,3,2,4,3,3,2,3,4,4,4,2,2,3,3,2,4,2,4,4,3,2,2,3,4,3,4,3,3,2,4,3,2,2,2,3,4,2,3,4,4,2,4,2,Female,1,2,Employed part time (up to 39 hours per week),Never married,2.44,2.57,2.14,3.14,3.38,3.12,3.11,2.70,2.00,2.60,2.40,2.75,2.00,2.20,2.80,3.50,2.20,3.20,1.50,2.75,1.50,3.60,3.60,3.40,2.80,3.40,2.80,3.00,3.14,2.60,3.00,2.39,3.22,2.59
Youtube,Smartphones,5,5,5,5,4,4,5,4,2,3,3,3,2,3,2,3,3,2,3,2,3,2,2,2,3,2,2,2,3,3,3,4,4,2,3,3,3,4,3,3,4,2,2,3,3,2,4,2,3,3,2,2,2,1,3,2,1,2,1,1,4,3,3,3,4,2,3,3,4,4,3,2,4,2,4,3,3,4,4,4,4,4,2,2,3,3,2,3,2,3,2,3,2,4,4,3,2,2,3,3,2,4,4,3,4,4,4,3,4,4,4,2,2,2,4,4,2,Female,4,5,Employed part time (up to 39 hours per week),Married,2.67,2.29,2.57,3.00,3.31,2.94,3.22,2.80,1.70,2.60,2.60,2.50,2.25,2.60,3.20,3.25,2.80,2.80,1.75,2.00,1.00,3.40,3.20,3.00,3.60,3.00,2.60,2.75,3.29,3.80,2.80,2.51,3.11,2.55
Youtube,Smartphones,5,5,4,5,5,5,5,5,2,3,2,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3,4,2,3,4,2,2,3,3,3,2,3,2,4,3,4,4,4,2,3,3,3,1,3,3,3,3,2,3,4,2,4,3,3,2,4,4,4,4,2,2,3,2,3,3,3,4,2,4,4,3,3,3,2,4,3,3,4,4,2,4,3,3,4,2,4,4,3,3,4,4,4,4,2,4,4,4,3,2,3,2,2,2,4,3,2,Female,3,4,Employed part time (up to 39 hours per week),Never married,2.44,2.86,2.43,3.00,3.69,2.88,2.89,3.10,2.70,2.40,2.60,2.75,2.75,2.40,3.20,2.50,2.80,3.40,2.50,3.00,2.50,3.20,3.60,2.40,3.20,3.00,3.60,3.25,3.43,3.40,2.60,2.58,3.31,2.90
Line,Smartphones,5,2,3,5,2,5,5,4,3,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,2,3,2,3,2,4,3,3,2,3,3,3,3,4,3,2,3,3,2,3,4,2,4,2,1,1,3,1,1,1,1,3,3,2,2,2,3,2,2,3,4,3,2,4,4,4,2,3,2,4,3,2,4,4,2,3,3,2,2,3,4,3,4,2,3,2,4,3,4,4,2,2,2,3,2,4,2,2,2,2,3,4,4,3,4,3,4,2,4,2,1,Male,2,3,Student,Never married,2.44,2.29,2.29,2.86,3.00,2.88,3.11,2.80,1.70,2.40,2.40,2.25,2.25,2.40,3.00,3.25,2.60,3.00,1.50,1.50,2.50,2.20,3.20,3.00,3.40,2.40,3.20,3.00,2.43,3.20,3.40,2.34,2.92,2.52
Line,Tablets,5,4,5,5,5,3,2,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,2,3,2,2,3,3,3,3,2,2,4,3,4,2,3,2,4,2,3,4,3,1,1,3,3,3,1,2,2,3,3,2,4,2,3,4,3,3,4,2,3,2,3,3,2,2,3,2,4,3,4,2,4,4,2,3,4,3,2,4,4,2,2,4,2,2,4,3,4,2,3,3,4,2,3,4,2,4,4,3,4,3,2,2,2,2,4,2,Male,5,5,Employed part time (up to 39 hours per week),Married,2.44,2.71,2.57,3.00,3.00,2.94,2.67,3.00,2.20,2.20,2.80,2.75,2.50,2.60,2.60,2.75,2.80,3.20,2.00,2.00,3.00,3.00,3.00,2.40,3.20,3.00,3.40,2.88,3.00,3.40,2.20,2.58,2.95,2.62
Line,Tablets,5,4,5,5,5,3,2,3,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,3,4,3,4,2,3,2,3,4,2,2,4,2,2,3,4,2,2,2,3,1,3,3,2,2,1,3,2,4,4,4,3,2,4,4,2,4,3,3,4,4,4,3,3,3,2,2,3,4,3,3,2,4,3,4,2,4,3,4,2,2,2,4,4,3,4,4,4,2,3,2,3,2,2,2,3,4,4,2,2,4,2,4,2,Male,5,5,Employed part time (up to 39 hours per week),Married,2.56,2.00,2.14,3.57,3.15,2.88,3.22,2.80,2.20,2.40,2.60,2.00,2.00,2.20,3.60,2.75,3.00,2.60,2.00,2.50,2.00,3.40,3.20,3.60,2.60,3.00,3.40,3.00,3.14,2.60,2.80,2.23,3.18,2.72
Instagram,Computers,5,5,5,5,4,4,5,5,2,3,2,3,3,2,3,3,3,2,2,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,4,4,4,3,4,4,2,3,4,3,2,2,4,3,2,3,1,2,2,1,3,1,3,3,2,2,2,3,4,3,2,3,3,4,4,3,4,3,4,3,3,2,4,4,2,3,2,3,4,2,4,2,2,3,4,2,4,2,2,3,3,4,3,2,2,2,4,4,3,4,2,2,4,4,3,3,4,3,2,3,2,3,1,Male,3,4,Self-employed,Never married,2.67,2.14,2.57,2.86,3.08,3.06,3.33,2.80,2.00,2.60,2.60,2.25,2.25,2.60,3.00,3.75,2.80,2.80,1.50,2.50,2.00,2.80,3.40,3.40,3.00,3.00,2.60,2.88,3.00,3.20,2.80,2.46,2.99,2.69
TikTok,Smartphones,5,5,4,5,4,5,5,5,3,2,3,2,2,2,3,3,2,3,3,2,3,3,2,2,2,3,3,3,2,2,3,2,4,3,3,2,3,3,4,3,3,2,3,4,3,3,3,2,4,2,3,2,1,3,2,2,2,3,3,2,2,3,4,2,2,4,3,4,4,3,3,3,2,3,3,3,4,3,4,2,3,2,4,3,4,4,4,4,2,4,4,4,4,4,4,3,2,4,3,2,4,2,3,4,4,3,3,3,2,2,2,3,3,2,3,3,1,Female,1,4,Unemployed,Never married,2.44,2.57,2.57,3.14,3.31,3.29,3.00,2.90,2.30,2.40,2.60,2.75,2.25,2.60,2.80,3.25,3.00,2.80,2.25,2.25,2.50,2.60,3.60,2.80,3.20,3.20,3.60,3.63,3.14,2.60,2.60,2.53,3.29,2.72
Line,Smartphones,5,5,5,5,5,5,5,5,3,3,2,3,2,2,3,3,3,3,2,3,2,2,2,3,3,2,3,3,2,2,3,3,2,4,4,2,4,3,4,2,4,2,4,3,3,4,4,3,3,3,2,3,1,1,3,1,3,2,1,2,2,2,2,2,2,3,4,4,3,4,4,3,2,2,2,3,4,2,2,3,3,4,4,4,4,4,4,4,4,4,2,2,4,3,3,4,2,4,2,4,4,2,4,2,4,4,3,3,3,3,3,2,2,4,2,2,1,Female,2,4,Student,Never married,2.67,2.43,2.57,2.71,3.46,3.00,3.11,3.30,1.90,2.60,2.80,2.25,2.50,2.60,3.00,3.25,3.20,3.40,1.75,2.25,1.50,2.00,3.60,2.60,2.80,3.80,4.00,3.00,3.14,3.20,2.60,2.56,3.13,2.76
Facebook,Smartphones,5,5,5,5,5,5,5,5,2,2,3,2,2,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,4,2,3,2,2,2,3,3,3,3,4,4,3,4,4,3,2,2,2,3,2,1,3,1,1,2,2,2,3,2,2,3,3,4,2,3,3,3,2,2,2,3,3,3,3,2,3,2,3,4,4,2,4,2,4,2,2,3,2,3,3,2,3,3,4,4,2,3,3,2,3,4,2,2,4,3,2,2,4,3,2,3,4,3,1,Male,3,4,Employed part time (up to 39 hours per week),Never married,2.56,2.57,2.86,2.71,3.00,2.59,2.67,3.20,1.90,2.20,3.00,2.50,2.50,3.00,2.80,2.50,3.40,3.00,2.00,1.75,2.00,2.60,3.00,2.40,2.60,3.40,2.60,3.00,2.71,2.60,3.20,2.66,2.83,2.59
